merchant_abn,merchant_name,segment,Takings Rank,Loss Potential Ranking,Growth Potential Ranking,Final Ranking
78042516048,Est Ac Institute,"Fashion, Jewelry & Personal Goods",1830,1834,1277,1629
34020997841,Molestie Tellus Foundation,"Fashion, Jewelry & Personal Goods",1543,1541,1862,1630
19734745008,Etiam Imperdiet Corporation,"Fashion, Jewelry & Personal Goods",1815,1816,1338,1635
19340071232,Magna Sed Associates,"Fashion, Jewelry & Personal Goods",2505,2505,14,1656
97738870301,Pellentesque LLC,"Fashion, Jewelry & Personal Goods",1783,1780,1462,1657
95499028329,Nonummy Ultricies Ltd,"Fashion, Jewelry & Personal Goods",1475,1475,2083,1660
88717811993,Donec Tempus Foundation,"Fashion, Jewelry & Personal Goods",1628,1631,1781,1664
28935822912,Conubia Nostra Limited,"Fashion, Jewelry & Personal Goods",1717,1716,1640,1676
93712553837,Odio Tristique Pharetra Associates,"Fashion, Jewelry & Personal Goods",1496,1497,2084,1678
97716113207,Quisque Ac Foundation,"Fashion, Jewelry & Personal Goods",1842,1842,1396,1679
45648966421,Morbi Tristique Senectus Foundation,"Fashion, Jewelry & Personal Goods",1512,1514,2077,1689
38049816588,Commodo Tincidunt Limited,"Fashion, Jewelry & Personal Goods",1727,1728,1656,1691
69983142241,Tempus Scelerisque LLC,"Fashion, Jewelry & Personal Goods",1805,1805,1523,1697
30900210196,Sem Magna Nec Industries,"Fashion, Jewelry & Personal Goods",1897,1898,1342,1700
70338831249,Semper Industries,"Fashion, Jewelry & Personal Goods",1532,1537,2073,1701
96420684134,Litora Torquent Associates,"Fashion, Jewelry & Personal Goods",1656,1659,1838,1704
87811059143,Rhoncus Id PC,"Fashion, Jewelry & Personal Goods",1677,1678,1846,1716
37815517789,Odio PC,"Fashion, Jewelry & Personal Goods",1737,1738,1762,1737
63461436707,Felis Ullamcorper Viverra LLP,"Fashion, Jewelry & Personal Goods",1648,1649,1972,1743
81861692234,Fringilla Industries,"Fashion, Jewelry & Personal Goods",1544,1544,2193,1749
55092047467,Lectus Justo Incorporated,"Fashion, Jewelry & Personal Goods",1942,1943,1417,1757
24526454463,Penatibus Limited,"Fashion, Jewelry & Personal Goods",2650,2649,17,1759
98202651678,Enim Commodo Associates,"Fashion, Jewelry & Personal Goods",2044,2045,1238,1762
90404167929,Enim Suspendisse Aliquet Corp.,"Fashion, Jewelry & Personal Goods",1995,1998,1357,1765
21158149109,Mauris Ipsum Porta LLC,"Fashion, Jewelry & Personal Goods",2117,2121,1137,1772
70217388552,Quis Diam Company,"Fashion, Jewelry & Personal Goods",1730,1729,1970,1789
33437657911,Dui Foundation,"Fashion, Jewelry & Personal Goods",1889,1892,1661,1795
42876620841,Non Ltd,"Fashion, Jewelry & Personal Goods",1863,1863,1733,1801
51458444343,Aenean Eget Inc.,"Fashion, Jewelry & Personal Goods",1651,1652,2185,1806
45362042297,Cursus Integer Foundation,"Fashion, Jewelry & Personal Goods",1694,1696,2100,1807
26793253394,In Ltd,"Fashion, Jewelry & Personal Goods",1780,1781,1935,1809
42878473215,Lobortis Inc.,"Fashion, Jewelry & Personal Goods",1640,1638,2232,1813
33296649772,Nullam Lobortis Ltd,"Fashion, Jewelry & Personal Goods",1935,1936,1654,1818
21350600012,Nullam Suscipit Est PC,"Fashion, Jewelry & Personal Goods",1977,1977,1584,1823
23931302979,Suscipit Incorporated,"Fashion, Jewelry & Personal Goods",1764,1765,2011,1826
79070278461,Dapibus Id Inc.,"Fashion, Jewelry & Personal Goods",1918,1918,1719,1834
33068332703,Suspendisse Dui Fusce LLC,"Fashion, Jewelry & Personal Goods",2136,2136,1307,1841
50378976033,Tellus Industries,"Fashion, Jewelry & Personal Goods",1734,1733,2119,1843
74764807084,Amet Ornare Limited,"Fashion, Jewelry & Personal Goods",1772,1773,2051,1848
12240378188,Ut Ipsum Corp.,"Fashion, Jewelry & Personal Goods",1819,1820,1960,1849
86201937910,Libero Et LLC,"Fashion, Jewelry & Personal Goods",2797,2797,19,1851
47276015798,Donec Nibh Enim Foundation,"Fashion, Jewelry & Personal Goods",1718,1715,2181,1855
66416089484,Lacinia Mattis Integer Associates,"Fashion, Jewelry & Personal Goods",1943,1942,1757,1862
82428360644,Erat Institute,"Fashion, Jewelry & Personal Goods",1753,1753,2148,1866
73499119023,Nisi Dictum Company,"Fashion, Jewelry & Personal Goods",1773,1771,2120,1872
11800043583,Morbi Vehicula Inc.,"Fashion, Jewelry & Personal Goods",1917,1917,1845,1879
73114530701,Vestibulum LLP,"Fashion, Jewelry & Personal Goods",2039,2040,1602,1880
34455283435,Ac Fermentum Company,"Fashion, Jewelry & Personal Goods",2843,2843,20,1884
85590755551,Cras Industries,"Fashion, Jewelry & Personal Goods",1708,1708,2293,1886
28829519760,In Faucibus Orci LLC,"Fashion, Jewelry & Personal Goods",1736,1737,2244,1889
90909466474,Lacus Etiam LLC,"Fashion, Jewelry & Personal Goods",1784,1787,2157,1893
51304261149,Donec Est Mauris Corp.,"Fashion, Jewelry & Personal Goods",1724,1723,2294,1895
49514806178,Hendrerit Id Ante Corp.,"Fashion, Jewelry & Personal Goods",2273,2276,1214,1898
28068880408,Felis Orci Company,"Fashion, Jewelry & Personal Goods",1795,1794,2192,1904
35344855546,Quis Tristique Ac Inc.,"Fashion, Jewelry & Personal Goods",1914,1914,1994,1914
21702179125,At Auctor Ullamcorper Incorporated,"Fashion, Jewelry & Personal Goods",1959,1958,1907,1915
36502394145,Et Ultrices Posuere Corp.,"Fashion, Jewelry & Personal Goods",2018,2023,1792,1919
80136098531,At Auctor LLC,"Fashion, Jewelry & Personal Goods",1760,1761,2327,1925
12983555508,Nibh Lacinia Foundation,"Fashion, Jewelry & Personal Goods",1846,1846,2159,1927
39700611505,Sollicitudin Inc.,"Fashion, Jewelry & Personal Goods",2108,2108,1653,1930
16254418652,Urna LLP,"Fashion, Jewelry & Personal Goods",1825,1824,2233,1932
70106809650,Sollicitudin Industries,"Fashion, Jewelry & Personal Goods",1880,1887,2126,1936
16377211887,Gravida Mauris PC,"Fashion, Jewelry & Personal Goods",2502,2503,939,1949
25939878512,Elit Etiam Corp.,"Fashion, Jewelry & Personal Goods",1900,1900,2209,1966
47313663897,Ante Ipsum Primis Inc.,"Fashion, Jewelry & Personal Goods",1854,1854,2302,1967
37243721612,Convallis Inc.,"Fashion, Jewelry & Personal Goods",1884,1882,2299,1990
78963299452,Egestas Foundation,"Fashion, Jewelry & Personal Goods",1971,1971,2154,2001
13093581573,Dis Parturient Corporation,"Fashion, Jewelry & Personal Goods",2545,2544,1023,2006
60090918663,Blandit Congue Ltd,"Fashion, Jewelry & Personal Goods",1986,1983,2153,2009
31607615186,Fusce Mollis Duis Corp.,"Fashion, Jewelry & Personal Goods",1934,1934,2254,2010
74690260858,Malesuada Ut Incorporated,"Fashion, Jewelry & Personal Goods",2235,2240,1655,2012
40490618895,Nulla Vulputate Inc.,"Fashion, Jewelry & Personal Goods",1862,1862,2410,2014
29680923658,Suscipit Nonummy Institute,"Fashion, Jewelry & Personal Goods",1856,1860,2425,2016
31245723081,Enim Commodo Inc.,"Fashion, Jewelry & Personal Goods",1904,1904,2339,2020
22335198868,Elementum Sem Limited,"Fashion, Jewelry & Personal Goods",2089,2090,1986,2027
20510478676,Curabitur Sed LLC,"Fashion, Jewelry & Personal Goods",2054,2051,2085,2032
19844927419,Natoque Penatibus Et LLC,"Fashion, Jewelry & Personal Goods",1883,1878,2429,2033
59329605791,Donec Fringilla Associates,"Fashion, Jewelry & Personal Goods",1983,1987,2281,2044
69893361647,Egestas A Dui Corp.,"Fashion, Jewelry & Personal Goods",2547,2549,1171,2045
76070803743,Massa Corp.,"Fashion, Jewelry & Personal Goods",1888,1888,2494,2046
13663374533,Ac Mattis Limited,"Fashion, Jewelry & Personal Goods",1905,1903,2510,2056
94378706737,Eget Lacus Limited,"Fashion, Jewelry & Personal Goods",2049,2048,2255,2066
93631003539,In Company,"Fashion, Jewelry & Personal Goods",2160,2160,2045,2070
55179323922,Aliquet Phasellus Fermentum Associates,"Fashion, Jewelry & Personal Goods",2075,2076,2247,2076
79178157512,Mollis Duis Institute,"Fashion, Jewelry & Personal Goods",1987,1986,2430,2078
38675657098,Amet LLP,"Fashion, Jewelry & Personal Goods",2271,2268,1880,2082
46961494605,Gravida Associates,"Fashion, Jewelry & Personal Goods",2055,2055,2316,2084
83679168109,Quis Lectus Ltd,"Fashion, Jewelry & Personal Goods",1994,1992,2449,2088
59853422669,Tempus PC,"Fashion, Jewelry & Personal Goods",2043,2043,2357,2090
63453073175,Cras Vehicula Aliquet Consulting,"Fashion, Jewelry & Personal Goods",1990,1990,2476,2092
68092012436,Ante Associates,"Fashion, Jewelry & Personal Goods",2000,2000,2466,2097
54988683231,Nibh Donec Ltd,"Fashion, Jewelry & Personal Goods",1968,1966,2578,2111
29778062495,Scelerisque Neque Associates,"Fashion, Jewelry & Personal Goods",2093,2094,2326,2112
75242363611,Posuere Cubilia Incorporated,"Fashion, Jewelry & Personal Goods",2061,2060,2412,2117
65629452396,Interdum Curabitur LLP,"Fashion, Jewelry & Personal Goods",2199,2195,2141,2118
29748559436,Nunc Ullamcorper Velit Limited,"Fashion, Jewelry & Personal Goods",2147,2144,2291,2131
51080350356,Magna Phasellus Dolor Institute,"Fashion, Jewelry & Personal Goods",2143,2143,2343,2148
58776930712,Semper Limited,"Fashion, Jewelry & Personal Goods",2037,2039,2597,2163
15446964877,Pede Industries,"Fashion, Jewelry & Personal Goods",2120,2120,2442,2166
37442271968,Magna Tellus Faucibus LLP,"Fashion, Jewelry & Personal Goods",2087,2086,2512,2167
97259357542,Feugiat Tellus Lorem Corporation,"Fashion, Jewelry & Personal Goods",2005,2005,2680,2170
73252278568,Vivamus Non Lorem LLP,"Fashion, Jewelry & Personal Goods",2046,2049,2611,2174
75775044618,Mauris Sit Amet Ltd,"Fashion, Jewelry & Personal Goods",2065,2064,2587,2177
31334588839,Lacus Aliquam Corporation,"Fashion, Jewelry & Personal Goods",2096,2096,2565,2192
53829845678,Ac Eleifend Vitae LLP,"Fashion, Jewelry & Personal Goods",2662,2661,1448,2197
42676690865,Luctus Lobortis Inc.,"Fashion, Jewelry & Personal Goods",2173,2172,2488,2218
78535319267,Et Inc.,"Fashion, Jewelry & Personal Goods",2057,2057,2739,2225
48625977738,Sit LLP,"Fashion, Jewelry & Personal Goods",2175,2174,2517,2231
10930486968,Metus Vitae Velit LLP,"Fashion, Jewelry & Personal Goods",2132,2135,2605,2234
84160298882,Egestas A Scelerisque LLC,"Fashion, Jewelry & Personal Goods",2063,2062,2748,2236
63830011067,Amet Lorem Consulting,"Fashion, Jewelry & Personal Goods",2370,2369,2145,2238
82736268897,Ligula Eu Inc.,"Fashion, Jewelry & Personal Goods",2613,2612,1663,2241
98508290651,Mauris Blandit Enim Corp.,"Fashion, Jewelry & Personal Goods",2047,2047,2822,2249
94384861814,Sed Hendrerit A Limited,"Fashion, Jewelry & Personal Goods",2034,2035,2850,2251
48431515375,Non Hendrerit Id LLP,"Fashion, Jewelry & Personal Goods",2268,2270,2415,2267
11024352823,Aliquet Metus Urna LLP,"Fashion, Jewelry & Personal Goods",2197,2204,2555,2270
83781478969,Nisi Aenean Company,"Fashion, Jewelry & Personal Goods",2067,2071,2821,2273
58825561585,Enim PC,"Fashion, Jewelry & Personal Goods",2384,2387,2194,2274
56463450814,Lacus Varius LLC,"Fashion, Jewelry & Personal Goods",2242,2238,2495,2279
19946380099,Enim Gravida Ltd,"Fashion, Jewelry & Personal Goods",2462,2462,2052,2280
63818670309,Auctor Corp.,"Fashion, Jewelry & Personal Goods",2185,2185,2619,2285
26994239326,Morbi Associates,"Fashion, Jewelry & Personal Goods",2180,2181,2632,2286
77074922873,Egestas Ltd,"Fashion, Jewelry & Personal Goods",2098,2097,2799,2287
10462560289,Ut Consulting,"Fashion, Jewelry & Personal Goods",2524,2526,1951,2291
90651237279,Dui Nec Incorporated,"Fashion, Jewelry & Personal Goods",2499,2496,2008,2294
29623808496,Iaculis Odio Nam Foundation,"Fashion, Jewelry & Personal Goods",3490,3490,36,2302
64208631487,Pharetra Nibh Aliquam Foundation,"Fashion, Jewelry & Personal Goods",2340,2335,2378,2312
38721857169,Dictum Magna Inc.,"Fashion, Jewelry & Personal Goods",2278,2280,2500,2315
30864611742,Nisl Sem Limited,"Fashion, Jewelry & Personal Goods",2233,2233,2615,2321
12395011633,Luctus Sit Corporation,"Fashion, Jewelry & Personal Goods",2289,2289,2533,2328
19455998870,Eget Metus Eu Institute,"Fashion, Jewelry & Personal Goods",2805,2799,1516,2330
71910092040,Convallis Erat LLC,"Fashion, Jewelry & Personal Goods",2312,2303,2509,2332
54089653894,Leo PC,"Fashion, Jewelry & Personal Goods",2405,2407,2313,2333
60821630269,Malesuada Vel Venenatis Foundation,"Fashion, Jewelry & Personal Goods",2380,2377,2377,2338
71767386617,Nunc Mauris Sapien Consulting,"Fashion, Jewelry & Personal Goods",2236,2234,2677,2341
64652625932,Vulputate Lacus Cras Ltd,"Fashion, Jewelry & Personal Goods",2178,2178,2815,2350
33998551054,Eu Nibh Vulputate Incorporated,"Fashion, Jewelry & Personal Goods",2433,2432,2309,2351
10702078694,Fermentum Risus Foundation,"Fashion, Jewelry & Personal Goods",2287,2286,2617,2357
62285108846,Dignissim Lacus Corporation,"Fashion, Jewelry & Personal Goods",2951,2954,1328,2369
93263170091,Bibendum Donec Corp.,"Fashion, Jewelry & Personal Goods",2575,2575,2091,2371
81471697088,Torquent Per Incorporated,"Fashion, Jewelry & Personal Goods",2309,2309,2635,2376
70258288982,Quam Pellentesque Incorporated,"Fashion, Jewelry & Personal Goods",2247,2248,2762,2377
78105320756,Aliquet Odio LLP,"Fashion, Jewelry & Personal Goods",2234,2235,2829,2389
41847933261,Mollis Duis Industries,"Fashion, Jewelry & Personal Goods",2262,2261,2785,2390
30275989942,Arcu Vivamus Sit Limited,"Fashion, Jewelry & Personal Goods",2307,2314,2691,2392
99018524323,Orci Consectetuer Associates,"Fashion, Jewelry & Personal Goods",3068,3069,1176,2393
40575200651,Sed Institute,"Fashion, Jewelry & Personal Goods",2608,2608,2102,2395
98527912956,Erat Eget Ipsum Company,"Fashion, Jewelry & Personal Goods",2210,2210,2903,2398
51026003250,Sed Pharetra Felis LLP,"Fashion, Jewelry & Personal Goods",2267,2265,2794,2401
82524209016,Nisi A Incorporated,"Fashion, Jewelry & Personal Goods",2158,2155,3014,2402
47441593515,Tempor PC,"Fashion, Jewelry & Personal Goods",2726,2727,1887,2410
38664088375,Lacinia At Foundation,"Fashion, Jewelry & Personal Goods",2122,2115,3108,2414
34437937876,Tellus Imperdiet LLP,"Fashion, Jewelry & Personal Goods",2343,2342,2669,2416
65265226392,Et Commodo LLP,"Fashion, Jewelry & Personal Goods",2434,2437,2493,2422
64609388293,Vitae Erat Industries,"Fashion, Jewelry & Personal Goods",2445,2443,2487,2428
33388024878,Semper Institute,"Fashion, Jewelry & Personal Goods",2393,2395,2608,2437
94609427687,Nunc Est Limited,"Fashion, Jewelry & Personal Goods",2566,2568,2296,2450
31867263249,Risus Donec Industries,"Fashion, Jewelry & Personal Goods",2353,2353,2728,2453
66340635807,Integer Mollis Integer Inc.,"Fashion, Jewelry & Personal Goods",2285,2284,2883,2458
97952361004,Nulla In Institute,"Fashion, Jewelry & Personal Goods",2311,2308,2845,2463
41424526968,Elit Consulting,"Fashion, Jewelry & Personal Goods",2960,2963,1557,2470
78118727544,Cursus Et Inc.,"Fashion, Jewelry & Personal Goods",3729,3729,43,2475
80893432676,Tincidunt Nibh Incorporated,"Fashion, Jewelry & Personal Goods",2344,2352,2826,2485
88771102187,Sed Foundation,"Fashion, Jewelry & Personal Goods",2192,2196,3134,2486
48854820141,Quam Dignissim Pharetra Foundation,"Fashion, Jewelry & Personal Goods",2511,2513,2511,2489
69184324876,Lorem Vitae Odio Industries,"Fashion, Jewelry & Personal Goods",1824,1826,3899,2493
87982653381,Eu Sem Pellentesque PC,"Fashion, Jewelry & Personal Goods",2820,2824,1920,2501
32827360566,Et Commodo At Incorporated,"Fashion, Jewelry & Personal Goods",2501,2501,2577,2507
91251207679,Mattis Incorporated,"Fashion, Jewelry & Personal Goods",2315,2316,2948,2508
10995883576,Non Feugiat Incorporated,"Fashion, Jewelry & Personal Goods",2362,2362,2861,2514
54331336835,Aliquet Metus Ltd,"Fashion, Jewelry & Personal Goods",2283,2281,3021,2515
44387175188,Dolor Vitae Industries,"Fashion, Jewelry & Personal Goods",2417,2418,2755,2516
53074973777,Mus Donec Corporation,"Fashion, Jewelry & Personal Goods",2347,2344,2910,2519
51890035872,Nulla In Tincidunt Ltd,"Fashion, Jewelry & Personal Goods",2447,2446,2720,2524
92834298371,Id Ante Dictum Limited,"Fashion, Jewelry & Personal Goods",2376,2378,2859,2525
11304124014,Nostra Per Inceptos Ltd,"Fashion, Jewelry & Personal Goods",2346,2347,2940,2531
45577247100,Ante Consulting,"Fashion, Jewelry & Personal Goods",2516,2518,2600,2532
18120123446,Morbi Sit Corporation,"Fashion, Jewelry & Personal Goods",2542,2545,2553,2534
19841142617,Elementum Sem LLP,"Fashion, Jewelry & Personal Goods",2631,2629,2382,2535
98487769763,Morbi Accumsan Consulting,"Fashion, Jewelry & Personal Goods",2382,2382,2880,2537
53442247174,Sem Limited,"Fashion, Jewelry & Personal Goods",2451,2457,2751,2542
30689045280,Dolor Egestas Institute,"Fashion, Jewelry & Personal Goods",2687,2693,2306,2554
21986309398,Ut Dolor Consulting,"Fashion, Jewelry & Personal Goods",3817,3817,56,2556
46062822745,Ligula Donec Luctus LLP,"Fashion, Jewelry & Personal Goods",2561,2561,2568,2557
30674020809,Phasellus Nulla Corp.,"Fashion, Jewelry & Personal Goods",2817,2817,2086,2573
99358609752,Egestas Nunc Consulting,"Fashion, Jewelry & Personal Goods",3835,3835,61,2575
35575706403,Tempus Mauris Ltd,"Fashion, Jewelry & Personal Goods",3837,3837,63,2578
76351957431,Libero Est Congue Ltd,"Fashion, Jewelry & Personal Goods",2533,2533,2674,2582
92201452594,Duis Mi Enim Foundation,"Fashion, Jewelry & Personal Goods",2432,2430,2878,2583
12516851436,Mollis Corp.,"Fashion, Jewelry & Personal Goods",2408,2409,2929,2586
88040874613,Dapibus Id Ltd,"Fashion, Jewelry & Personal Goods",3843,3843,64,2589
76655671119,Erat LLC,"Fashion, Jewelry & Personal Goods",2591,2592,2589,2600
18310531307,Nunc Corporation,"Fashion, Jewelry & Personal Goods",2535,2535,2721,2609
87178039859,Ac Corporation,"Fashion, Jewelry & Personal Goods",2622,2623,2585,2624
85482742429,Mi Eleifend Egestas LLP,"Fashion, Jewelry & Personal Goods",2654,2653,2528,2626
56259793520,Ligula Aliquam Inc.,"Fashion, Jewelry & Personal Goods",2581,2584,2670,2627
51087215585,Vitae Velit Egestas Foundation,"Fashion, Jewelry & Personal Goods",2041,2042,3759,2631
81454203401,Nam Porttitor Scelerisque LLC,"Fashion, Jewelry & Personal Goods",2710,2711,2437,2640
66034737896,Luctus Ut LLC,"Fashion, Jewelry & Personal Goods",2554,2556,2759,2650
33364563448,Lacinia Orci Incorporated,"Fashion, Jewelry & Personal Goods",3900,3900,87,2660
93267734067,Curae Foundation,"Fashion, Jewelry & Personal Goods",3901,3901,88,2664
31416331470,Quis Turpis Corporation,"Fashion, Jewelry & Personal Goods",3902,3902,89,2666
25781502446,Lectus Pede Limited,"Fashion, Jewelry & Personal Goods",3903,3903,90,2667
51267358936,Consectetuer Adipiscing Industries,"Fashion, Jewelry & Personal Goods",3904,3904,91,2669
46916077029,Mauris Aliquam LLC,"Fashion, Jewelry & Personal Goods",3905,3905,92,2672
37481834976,Ut Dolor Dapibus Consulting,"Fashion, Jewelry & Personal Goods",3906,3906,93,2673
62688594508,Lobortis Nisi Associates,"Fashion, Jewelry & Personal Goods",3907,3907,94,2674
48549026640,Vulputate Risus A Corporation,"Fashion, Jewelry & Personal Goods",3908,3908,95,2676
64859340118,Arcu Imperdiet LLP,"Fashion, Jewelry & Personal Goods",2387,2385,3153,2687
66778711798,Nunc Corp.,"Fashion, Jewelry & Personal Goods",2419,2416,3102,2697
99100250331,Odio LLC,"Fashion, Jewelry & Personal Goods",2863,2862,2230,2706
17469082744,Condimentum LLP,"Fashion, Jewelry & Personal Goods",2774,2778,2427,2714
39354007155,Rutrum Lorem Institute,"Fashion, Jewelry & Personal Goods",2488,2486,3016,2717
24212300522,Consectetuer Industries,"Fashion, Jewelry & Personal Goods",2854,2853,2320,2727
85618614233,Eget Limited,"Fashion, Jewelry & Personal Goods",2567,2567,2920,2739
60876187134,Fusce Mollis Duis Incorporated,"Fashion, Jewelry & Personal Goods",2321,2321,3412,2740
37835781615,Quis Lectus PC,"Fashion, Jewelry & Personal Goods",2399,2398,3279,2744
92899421466,Molestie Pharetra Inc.,"Fashion, Jewelry & Personal Goods",2812,2811,2458,2745
28803237812,Aenean Sed Corporation,"Fashion, Jewelry & Personal Goods",2655,2656,2790,2751
33099767595,Diam At PC,"Fashion, Jewelry & Personal Goods",2562,2563,2976,2752
86253699836,Nascetur Ridiculus Mus Foundation,"Fashion, Jewelry & Personal Goods",2713,2713,2683,2755
34402763739,Pharetra Nam Foundation,"Fashion, Jewelry & Personal Goods",2727,2726,2678,2766
93560646170,Vitae Purus Gravida LLP,"Fashion, Jewelry & Personal Goods",2326,2324,3488,2769
75975626029,Augue Eu Tempor Limited,"Fashion, Jewelry & Personal Goods",2707,2710,2736,2772
54654230431,Malesuada Vel Venenatis Limited,"Fashion, Jewelry & Personal Goods",2881,2883,2397,2775
66445536477,Praesent Foundation,"Fashion, Jewelry & Personal Goods",2421,2419,3323,2776
65731681830,Duis Gravida PC,"Fashion, Jewelry & Personal Goods",2706,2709,2750,2777
21901704733,Vehicula Risus Nulla Ltd,"Fashion, Jewelry & Personal Goods",2701,2699,2797,2790
28639309109,Vel Sapien Imperdiet Industries,"Fashion, Jewelry & Personal Goods",3103,3099,2038,2801
41697741069,Interdum Curabitur Limited,"Fashion, Jewelry & Personal Goods",2636,2637,2970,2802
92680456497,Semper Pretium LLC,"Fashion, Jewelry & Personal Goods",2512,2511,3221,2803
26749181046,Neque Tellus Incorporated,"Fashion, Jewelry & Personal Goods",2751,2747,2764,2808
95402237897,Turpis Company,"Fashion, Jewelry & Personal Goods",2734,2737,2808,2813
18180785640,Varius Et Associates,"Fashion, Jewelry & Personal Goods",2757,2753,2824,2832
45328073484,Metus Sit Amet Ltd,"Fashion, Jewelry & Personal Goods",2732,2731,2896,2844
20233857661,Sed Eget Industries,"Fashion, Jewelry & Personal Goods",2224,2225,3914,2847
17335347560,Et Eros Institute,"Fashion, Jewelry & Personal Goods",2904,2908,2554,2848
73649365788,Magna Tellus Associates,"Fashion, Jewelry & Personal Goods",3031,3033,2344,2865
29859203033,Id Limited,"Fashion, Jewelry & Personal Goods",2595,2590,3245,2872
98626476096,At Company,"Fashion, Jewelry & Personal Goods",2666,2663,3106,2876
78747520227,Sed Orci Lobortis Inc.,"Fashion, Jewelry & Personal Goods",2570,2572,3351,2895
27094414625,Vitae Aliquet Foundation,"Fashion, Jewelry & Personal Goods",2744,2750,3000,2896
40457357336,Lobortis Quis Industries,"Fashion, Jewelry & Personal Goods",2975,2975,2546,2897
94419910973,Felis Company,"Fashion, Jewelry & Personal Goods",2586,2586,3332,2899
31587341011,Velit Industries,"Fashion, Jewelry & Personal Goods",2663,2664,3202,2902
81917023918,Et Corp.,"Fashion, Jewelry & Personal Goods",2720,2719,3098,2904
45578529693,Vulputate Company,"Fashion, Jewelry & Personal Goods",2606,2604,3331,2907
77421432003,Vehicula Foundation,"Fashion, Jewelry & Personal Goods",2927,2929,2707,2914
12219088747,Velit Corp.,"Fashion, Jewelry & Personal Goods",2915,2917,2734,2915
48770246749,Nisl Arcu Iaculis Foundation,"Fashion, Jewelry & Personal Goods",2644,2644,3285,2917
56923368251,Eget Lacus Mauris Institute,"Fashion, Jewelry & Personal Goods",2657,2654,3286,2925
97412669819,Sagittis Duis Gravida Industries,"Fashion, Jewelry & Personal Goods",2714,2715,3169,2927
15070005651,Vulputate Mauris Inc.,"Fashion, Jewelry & Personal Goods",3053,3053,2499,2930
42330360779,Risus In Consulting,"Fashion, Jewelry & Personal Goods",2652,2655,3309,2932
22528859307,Cum Sociis Corp.,"Fashion, Jewelry & Personal Goods",2593,2589,3454,2942
15353137412,Semper Pretium PC,"Fashion, Jewelry & Personal Goods",2961,2960,2717,2943
93669046600,At Libero Morbi PC,"Fashion, Jewelry & Personal Goods",2867,2867,2922,2949
87769349119,Eget Metus Incorporated,"Fashion, Jewelry & Personal Goods",2852,2855,2956,2952
83802687736,Molestie PC,"Fashion, Jewelry & Personal Goods",2905,2906,2882,2961
54361802955,Varius Ultrices Mauris Inc.,"Fashion, Jewelry & Personal Goods",2678,2677,3345,2966
61335088393,Et Magnis Company,"Fashion, Jewelry & Personal Goods",2823,2823,3055,2967
23867882346,Mollis Phasellus Institute,"Fashion, Jewelry & Personal Goods",2834,2831,3070,2979
98121323050,Accumsan Convallis Ltd,"Fashion, Jewelry & Personal Goods",3102,3101,2558,2986
28651583807,Et Libero Associates,"Fashion, Jewelry & Personal Goods",3256,3259,2276,2993
51149146502,Sed Malesuada Ltd,"Fashion, Jewelry & Personal Goods",2900,2902,3020,3006
26925196872,Vehicula Pellentesque Limited,"Fashion, Jewelry & Personal Goods",2908,2909,3017,3015
10187291046,Ultricies Dignissim Lacus Foundation,"Fashion, Jewelry & Personal Goods",2826,2825,3192,3018
17465489150,Quam A Company,"Fashion, Jewelry & Personal Goods",3054,3054,2747,3022
53378405666,Amet Ultricies Sem Inc.,"Fashion, Jewelry & Personal Goods",2794,2795,3270,3026
47594307487,Sed Dolor Industries,"Fashion, Jewelry & Personal Goods",2985,2985,2894,3030
16156289887,Aliquet Sem Corp.,"Fashion, Jewelry & Personal Goods",2910,2910,3045,3031
83992396729,Orci Sem Eget Corporation,"Fashion, Jewelry & Personal Goods",2767,2763,3350,3035
94040507060,Sed Est Nunc Corp.,"Fashion, Jewelry & Personal Goods",3012,3014,2862,3037
73713369509,Sed Diam Incorporated,"Fashion, Jewelry & Personal Goods",2827,2827,3248,3042
87285933135,Proin Vel Associates,"Fashion, Jewelry & Personal Goods",3393,3393,2125,3044
14559784311,Convallis Ligula Donec Inc.,"Fashion, Jewelry & Personal Goods",3180,3178,2572,3049
12497320096,Velit Quisque LLP,"Fashion, Jewelry & Personal Goods",3217,3217,2501,3051
90967287254,Libero Integer PC,"Fashion, Jewelry & Personal Goods",2836,2836,3307,3068
42105964394,Ut Erat PC,"Fashion, Jewelry & Personal Goods",2922,2916,3198,3087
42822345560,Erat Nonummy Ultricies Incorporated,"Fashion, Jewelry & Personal Goods",2809,2808,3422,3089
84226109829,Eleifend Nunc LLP,"Fashion, Jewelry & Personal Goods",2868,2866,3310,3092
12031655138,Tincidunt Aliquam Arcu Corp.,"Fashion, Jewelry & Personal Goods",2874,2874,3297,3094
60975088321,Dui Augue Consulting,"Fashion, Jewelry & Personal Goods",2748,2745,3572,3101
36861014911,Eu Euismod Industries,"Fashion, Jewelry & Personal Goods",3094,3093,2893,3105
29491615873,Lacus Varius Et Incorporated,"Fashion, Jewelry & Personal Goods",2877,2879,3330,3108
45337626814,Ligula Associates,"Fashion, Jewelry & Personal Goods",3143,3142,2804,3110
21887123887,Nunc Interdum LLP,"Fashion, Jewelry & Personal Goods",3112,3113,2887,3121
58913632134,Sodales Mauris Company,"Fashion, Jewelry & Personal Goods",3373,3377,2400,3137
32082195327,Luctus PC,"Fashion, Jewelry & Personal Goods",2935,2939,3295,3145
66858208767,Mollis Duis Sit Corporation,"Fashion, Jewelry & Personal Goods",2991,2995,3189,3149
